unique,code,species,size,time,pmr,codeStem
olst4b,olst,olst,small,13,0.8356905247701691,olst4
EXCU312,EXCU,excu,large,13,0.8894978207767062,EXCU3
peli1d,peli,peli,small,13,0.9001221533274522,peli1
EXCU24,EXCU,excu,large,13,0.9279627703185339,EXCU2
peli3f,peli,peli,small,13,0.8904880135926194,peli3
MEDE36,MEDE,mede,large,13,0.9710762099879496,MEDE3
EUTE35,EUTE,eute,large,13,1.0328014874573705,EUTE3
baae2g,baae,baae,small,13,0.6376536339180777,baae2
LEPA44,LEPA,lepa,large,13,0.9207732625417281,LEPA4
BAAE37,BAAE,baae,large,13,0.9969140533130222,BAAE3
lepa2b,lepa,lepa,small,13,0.9210875286527789,lepa2
acpa4a,acpa,acpa,small,13,0.9135528031593902,acpa4
EXCU31,EXCU,excu,large,13,0.9947734922734457,EXCU3
alli3b,alli,alli,small,13,0.9855251679519109,alli3
eusc2b,eusc,eusc,small,13,1.0180325858957455,eusc2
PELI32,PELI,peli,large,13,0.9101316797510318,PELI3
ripi2a,ripi,ripi,small,13,0.9358651398039048,ripi2
EUTE13,EUTE,eute,large,13,0.9047934951276426,EUTE1
isan3f,isan,isan,small,13,0.9224301886794173,isan3
cota5c,cota,cota,small,13,0.7066187003982336,cota5
alli1e,alli,alli,small,13,0.9097662979810506,alli1
baae3j,baae,baae,small,13,0.9546815394916901,baae3
basp1j,basp,basp,small,13,0.6823848124396251,basp1
BAAE19,BAAE,baae,large,13,0.8460678360062684,BAAE1
cali3g,cali,cali,small,13,0.8390453979691382,cali3
anba1f,anba,anba,small,13,0.809768039799181,anba1
olst1k,olst,olst,small,13,0.7567142860760859,olst1
eute3l,eute,eute,small,13,0.5545291659290152,eute3
baae3k,baae,baae,small,13,0.7780808967410219,baae3
acpa4j,acpa,acpa,small,13,0.9568180971501872,acpa4
lepa3l,lepa,lepa,small,13,0.9785013354951593,lepa3
olst1h,olst,olst,small,13,0.7359036725647067,olst1
cota6d,cota,cota,small,13,0.7115376908656326,cota6
baae2i,baae,baae,small,13,0.7820216441665041,baae2
ACPA111,ACPA,acpa,large,13,0.9723187040787468,ACPA1
anba1c,anba,anba,small,13,0.8885666419902434,anba1
excu1c,excu,excu,small,13,0.9785762716431788,excu1
ALLI14,ALLI,alli,large,13,0.9359098438864003,ALLI1
cota1h,cota,cota,small,13,0.9437676521901183,cota1
anba2l,anba,anba,small,13,0.9986126863812845,anba2
mede2f,mede,mede,small,13,0.8838730175063987,mede2
basp2i,basp,basp,small,13,0.8975770530719287,basp2
excu1k,excu,excu,small,13,0.9415114507847964,excu1
ALLI15,ALLI,alli,large,13,0.9353469032253819,ALLI1
BAAE312,BAAE,baae,large,13,1.0002041339657295,BAAE3
ripi2f,ripi,ripi,small,13,0.8990069542999124,ripi2
penu2k,penu,penu,small,13,0.8504201052410376,penu2
PELI312,PELI,peli,large,13,0.8603379450322804,PELI3
cota5a,cota,cota,small,13,0.8500607443736341,cota5
JASC33,JASC,jasc,large,13,0.9710898744773421,JASC3
PEPU25,PEPU,pepu,large,13,0.9272472588731232,PEPU2
EXCU32,EXCU,excu,large,13,0.9756235279766692,EXCU3
ACPA41,ACPA,acpa,large,25,0.7818855125369201,ACPA4
cali2g,cali,cali,small,25,0.7310924187272374,cali2
excu2i,excu,excu,small,25,0.16303395277451052,excu2
BAAE38,BAAE,baae,large,25,0.706708500155614,BAAE3
eusc3i,eusc,eusc,small,25,0.4812745965006105,eusc3
BAAE211,BAAE,baae,large,25,0.6516790777406913,BAAE2
MEDE112,MEDE,mede,large,25,0.6609882755774774,MEDE1
PELI12,PELI,peli,large,25,0.8561659979216528,PELI1
peli2i,peli,peli,small,25,0.5676245494633821,peli2
cota1a,cota,cota,small,25,0.16392148807912627,cota1
mede1a,mede,mede,small,25,0.36803318488012593,mede1
acpa4b,acpa,acpa,small,25,0.7926203462663882,acpa4
basp2j,basp,basp,small,25,0.3138096577147267,basp2
cali3l,cali,cali,small,25,0.643309224177415,cali3
eute1k,eute,eute,small,25,0.21562774420492,eute1
PEPU210,PEPU,pepu,large,25,0.6141583383778746,PEPU2
lepa3i,lepa,lepa,small,25,0.7495118392523685,lepa3
LEPA23,LEPA,lepa,large,25,0.7646093954834803,LEPA2
acel1b,acel,acel,small,25,0.8342656103325105,acel1
penu3c,penu,penu,small,25,0.09781805515906213,penu3
JASC36,JASC,jasc,large,25,0.8256842681121656,JASC3
pepu1e,pepu,pepu,small,25,0.6031155005701955,pepu1
eusc3c,eusc,eusc,small,25,0.5000223034952617,eusc3
excu3g,excu,excu,small,25,0.3629807646371679,excu3
eute1a,eute,eute,small,25,0.3054531287559242,eute1
PELI14,PELI,peli,large,25,0.7137055551781701,PELI1
anba3a,anba,anba,small,25,0.2219497291122774,anba3
lepa3e,lepa,lepa,small,25,0.5484302131538721,lepa3
ACPA412,ACPA,acpa,large,25,0.7878675684193256,ACPA4
olst2d,olst,olst,small,25,0.390978703356677,olst2
lepa1b,lepa,lepa,small,25,0.4639926993666499,lepa1
EXCU29,EXCU,excu,large,25,0.6071925965350837,EXCU2
acel5l,acel,acel,small,25,0.6134344344573808,acel5
ACPA415,ACPA,acpa,large,25,0.7848741857012896,ACPA4
jasc1d,jasc,jasc,small,25,0.4288521765479591,jasc1
ANBA27,ANBA,anba,large,25,0.4959236501170689,ANBA2
acpa3k,acpa,acpa,small,25,0.7012917492987822,acpa3
isan5k,isan,isan,small,25,0.5075944258761055,isan5
EUSC22,EUSC,eusc,large,25,0.574414141601801,EUSC2
ALLI214,ALLI,alli,large,25,0.5953746084627708,ALLI2
ripi2l,ripi,ripi,small,25,0.359016522529617,ripi2
LEPA311,LEPA,lepa,large,25,0.40312319738848706,LEPA3
PEPU34,PEPU,pepu,large,25,0.4247390027668278,PEPU3
penu2j,penu,penu,small,25,0.1390292658978367,penu2
anba2i,anba,anba,small,25,0.8606467869640566,anba2
ALLI24,ALLI,alli,large,25,0.6822932880031417,ALLI2
pepu2f,pepu,pepu,small,25,0.7521026428560657,pepu2
PELI23,PELI,peli,large,25,0.5645944518762772,PELI2
mede1e,mede,mede,small,25,0.5518171720769359,mede1
acel5h,acel,acel,small,25,0.42256937465882144,acel5
cota1g,cota,cota,small,25,0.5343906343302439,cota1
MEDE34,MEDE,mede,large,25,0.7761766067144739,MEDE3
EUSC35,EUSC,eusc,large,25,0.543892423166307,EUSC3
LEPA14,LEPA,lepa,large,25,0.6528606164658555,LEPA1
ANBA39,ANBA,anba,large,25,0.65146858166892,ANBA3
excu2l,excu,excu,small,25,0.7217053453955228,excu2
JASC34,JASC,jasc,large,25,0.5081572904362395,JASC3
jasc2c,jasc,jasc,small,25,0.6225273822810105,jasc2
ripi3g,ripi,ripi,small,25,0.5030901449041039,ripi3
ripi3l,ripi,ripi,small,25,0.6389487512646258,ripi3
isan3b,isan,isan,small,25,0.48959756168369073,isan3
acpa1d,acpa,acpa,small,25,0.7551036279024596,acpa1
acel5e,acel,acel,small,25,0.7602941579159878,acel5
PEPU21,PEPU,pepu,large,25,0.6331669130575907,PEPU2
leer10d,leer,leer,small,25,0.12677474486352358,leer10
EUSC13,EUSC,eusc,large,25,0.5374642835872752,EUSC1
pepu3l,pepu,pepu,small,25,0.5173011033248093,pepu3
olst3a,olst,olst,small,25,0.6883100830817079,olst3
ANBA211,ANBA,anba,large,25,0.48069241074512525,ANBA2
lepa1g,lepa,lepa,small,25,0.3314739424851788,lepa1
PEPU13,PEPU,pepu,large,25,0.6438741419056556,PEPU1
jasc2a,jasc,jasc,small,25,0.5507335806223516,jasc2
mede2i,mede,mede,small,25,0.47969812771791953,mede2
EUTE14,EUTE,eute,large,25,0.6425908727798166,EUTE1
leer6a,leer,leer,small,25,0.6239200979656577,leer6
alli2c,alli,alli,small,25,0.7598707896444772,alli2
basp2f,basp,basp,small,25,0.6140791035671541,basp2
eute1g,eute,eute,small,25,0.39219887384085783,eute1
cota5d,cota,cota,small,25,0.33473457025166925,cota5
EXCU23,EXCU,excu,large,25,0.8018894202764084,EXCU2
EUSC110,EUSC,eusc,large,25,0.6572803689647224,EUSC1
JASC111,JASC,jasc,large,25,0.699091897281436,JASC1
ANBA111,ANBA,anba,large,25,0.40867559370462836,ANBA1
EUSC15,EUSC,eusc,large,25,0.4830331821921717,EUSC1
MEDE313,MEDE,mede,large,25,0.674160558732655,MEDE3
ripi1g,ripi,ripi,small,25,0.47621436149455354,ripi1
EUTE310,EUTE,eute,large,25,0.6854467462810493,EUTE3
eusc2f,eusc,eusc,small,25,0.48967340069826776,eusc2
excu1b,excu,excu,small,25,0.9079881395338975,excu1
leer1a,leer,leer,small,25,0.7519108883509004,leer1
cota2c,cota,cota,small,25,0.4942565138872304,cota2
baae3d,baae,baae,small,25,0.5515958768515342,baae3
isan3e,isan,isan,small,25,0.6412098989471905,isan3
excu3a,excu,excu,small,25,0.7705142378605522,excu3
EUTE25,EUTE,eute,large,25,0.8792955802121923,EUTE2
ACPA31,ACPA,acpa,large,25,0.8694753595702207,ACPA3
alli1d,alli,alli,small,25,0.6954453110276754,alli1
penu1a,penu,penu,small,25,0.52759414270859,penu1
acel1f,acel,acel,small,25,0.7407308163399215,acel1
olst2e,olst,olst,small,25,0.5805919266661445,olst2
BAAE31,BAAE,baae,large,25,0.8398081447780168,BAAE3
anba3i,anba,anba,small,25,0.4925102462738524,anba3
ALLI112,ALLI,alli,large,25,0.8081056117507811,ALLI1
penu4c,penu,penu,small,25,0.5591909255774896,penu4
cota6b,cota,cota,small,25,0.41680891199606895,cota6
alli1j,alli,alli,small,25,0.7204774334511045,alli1
isan3a,isan,isan,small,25,0.6493162187821739,isan3
LEPA38,LEPA,lepa,large,25,0.7254137500944929,LEPA3
peli1a,peli,peli,small,25,0.6753051609591753,peli1
ripi3j,ripi,ripi,small,25,0.608928312689042,ripi3
LEPA28,LEPA,lepa,large,25,0.707607092282893,LEPA2
BAAE23,BAAE,baae,large,25,0.7258161715880084,BAAE2
leer7e,leer,leer,small,25,0.8344810514908064,leer7
jasc2g,jasc,jasc,small,25,0.613292217516596,jasc2
EXCU33,EXCU,excu,large,25,0.771736977544814,EXCU3
olst2g,olst,olst,small,25,0.5358116671324398,olst2
eute2d,eute,eute,small,25,0.4584654619923888,eute2
jasc2h,jasc,jasc,small,25,0.7326759447069552,jasc2
isan5j,isan,isan,small,25,0.7846806138366244,isan5
baae2f,baae,baae,small,25,0.5881995388836029,baae2
ALLI34,ALLI,alli,large,25,0.9261530365302831,ALLI3
eute2e,eute,eute,small,25,0.5922111897862449,eute2
hase3c,hase,hase,small,25,0.489874263145014,hase3
mede3j,mede,mede,small,25,0.676643363130697,mede3
cota4a,cota,cota,small,25,0.5790855101023141,cota4
basp3g,basp,basp,small,25,0.5656047288287782,basp3
eusc2e,eusc,eusc,small,25,0.6814627836299256,eusc2
JASC35,JASC,jasc,large,25,0.8917870507844982,JASC3
excu3c,excu,excu,small,25,0.7468228099791079,excu3
ACPA19,ACPA,acpa,large,25,0.8415842056845232,ACPA1
EUTE313,EUTE,eute,large,25,0.7743669179541725,EUTE3
pepu2b,pepu,pepu,small,25,0.5160397117218991,pepu2
LEPA24,LEPA,lepa,large,25,0.7171764463881345,LEPA2
eute1d,eute,eute,small,25,0.5193998609253715,eute1
EXCU25,EXCU,excu,large,25,0.8256421057940689,EXCU2
mede2l,mede,mede,small,25,0.6252163097543006,mede2
isan1b,isan,isan,small,25,0.555941987363588,isan1
JASC13,JASC,jasc,large,25,0.7801660112383263,JASC1
hase1d,hase,hase,small,25,0.4623489647569399,hase1
MEDE14,MEDE,mede,large,25,0.7438392928533851,MEDE1
baae3f,baae,baae,small,25,0.6652696423164353,baae3
eusc2g,eusc,eusc,small,25,0.3008971097657493,eusc2
hase1e,hase,hase,small,25,0.4871818917790277,hase1
anba3l,anba,anba,small,25,0.4773704045350468,anba3
leer10a,leer,leer,small,25,0.5378382434749747,leer10
ANBA310,ANBA,anba,large,25,0.44825670534810197,ANBA3
acpa4h,acpa,acpa,small,25,0.9211329859671563,acpa4
olst2c,olst,olst,small,25,0.3869270745673821,olst2
acpa4l,acpa,acpa,small,25,0.8757046491051801,acpa4
penu2c,penu,penu,small,25,0.7479891500478284,penu2
anba2e,anba,anba,small,25,0.6577695538191818,anba2
mede3a,mede,mede,small,25,0.7065306183401945,mede3
alli3g,alli,alli,small,25,0.8349463225289185,alli3
basp3f,basp,basp,small,25,0.5855150427240737,basp3
peli2d,peli,peli,small,25,0.4661539508676707,peli2
acel1e,acel,acel,small,25,0.8499370457227143,acel1
peli2l,peli,peli,small,25,0.6968321924205403,peli2
cali3i,cali,cali,small,25,0.7180496078919549,cali3
cali2d,cali,cali,small,25,0.8203759298405834,cali2
leer7d,leer,leer,small,25,0.8311868440964649,leer7
baae1a,baae,baae,small,25,0.7323828192875339,baae1
ACPA113,ACPA,acpa,large,25,0.9271864659383192,ACPA1
lepa1h,lepa,lepa,small,25,0.6889079235964652,lepa1
ALLI31,ALLI,alli,large,25,0.9387978755220268,ALLI3
hase1f,hase,hase,small,25,0.8389293404403998,hase1
EUSC38,EUSC,eusc,large,25,0.6344564327175705,EUSC3
olst1b,olst,olst,small,25,0.669018795719387,olst1
alli3l,alli,alli,small,25,0.9360947170945484,alli3
PEPU19,PEPU,pepu,large,25,0.6858779363054744,PEPU1
anba2d,anba,anba,small,25,0.8064772234901462,anba2
pepu2e,pepu,pepu,small,25,0.6229543665489011,pepu2
pepu3e,pepu,pepu,small,25,0.8539514867077355,pepu3
ripi2k,ripi,ripi,small,25,0.5981617558900073,ripi2
PELI22,PELI,peli,large,25,0.5339083037341688,PELI2
EUTE22,EUTE,eute,large,25,0.8542262157643435,EUTE2
penu3e,penu,penu,small,25,0.5220559193844554,penu3
lepa3b,lepa,lepa,small,25,0.7515229767042089,lepa3
EUTE110,EUTE,eute,large,25,0.841949278737277,EUTE1
PEPU311,PEPU,pepu,large,25,0.5839774785511767,PEPU3
JASC24,JASC,jasc,large,25,0.7648909880152789,JASC2
ANBA11,ANBA,anba,large,25,0.5903779691316297,ANBA1
baae2m,baae,baae,small,25,0.561965809764835,baae2
BAAE16,BAAE,baae,large,25,0.6482785992580719,BAAE1
MEDE31,MEDE,mede,large,25,0.8747235313216388,MEDE3
peli3d,peli,peli,small,25,0.6734906665788355,peli3
BAAE12,BAAE,baae,large,25,0.6591891165351239,BAAE1
cali1a,cali,cali,small,25,0.853207933368,cali1
PELI15,PELI,peli,large,25,0.8769735452543744,PELI1
ALLI27,ALLI,alli,large,25,0.7879731388191316,ALLI2
EXCU35,EXCU,excu,large,25,0.6508851381465592,EXCU3
alli2j,alli,alli,small,25,0.47141313412297475,alli2
hase1k,hase,hase,small,25,0.8576756619349437,hase1
acpa1b,acpa,acpa,small,25,0.777438139292307,acpa1
hase2d,hase,hase,small,25,0.7763479178672248,hase2
basp3z,basp,basp,small,25,0.9480519895620311,basp3
peli1f,peli,peli,small,25,0.7601292950459745,peli1
cali2e,cali,cali,small,25,0.8925405003039585,cali2
baae2h,baae,baae,small,25,0.683625992037672,baae2
basp1i,basp,basp,small,25,0.8547108860045741,basp1
MEDE316,MEDE,mede,large,25,0.7395538204761468,MEDE3
jasc3f,jasc,jasc,small,25,0.7823612759029687,jasc3
eusc3h,eusc,eusc,small,25,0.8294932514863568,eusc3
EXCU11,EXCU,excu,large,25,0.7346641229704054,EXCU1
PELI13,PELI,peli,large,25,0.8561812603068684,PELI1
cali2j,cali,cali,small,37,0.5722543135751653,cali2
eute2k,eute,eute,small,37,0.41765918058283175,eute2
basp1c,basp,basp,small,37,0.7008130440915398,basp1
baae2q,baae,baae,small,37,0.1232785206783804,baae2
basp1f,basp,basp,small,37,0.5296167095849869,basp1
acpa3i,acpa,acpa,small,37,0.7422714660275852,acpa3
EUTE16,EUTE,eute,large,37,0.6391198149842695,EUTE1
olst2b,olst,olst,small,37,0.4246415364259047,olst2
ANBA213,ANBA,anba,large,37,0.1859467247687993,ANBA2
pepu1a,pepu,pepu,small,37,0.38878990842769307,pepu1
eute2a,eute,eute,small,37,0.05392464852702355,eute2
peli3c,peli,peli,small,37,0.14997487282596994,peli3
anba3e,anba,anba,small,37,0.0383993730497804,anba3
acpa3e,acpa,acpa,small,37,0.358986726625989,acpa3
BAAE214,BAAE,baae,large,37,0.12654130320994308,BAAE2
ripi1j,ripi,ripi,small,37,0,ripi1
alli1a,alli,alli,small,37,0.6087695147690353,alli1
cota3a,cota,cota,small,37,0.09747594661495368,cota3
BAAE28,BAAE,baae,large,37,0.05840201790419502,BAAE2
ANBA315,ANBA,anba,large,37,0.16006050505006533,ANBA3
mede3f,mede,mede,small,37,0.26575610559982304,mede3
BAAE25,BAAE,baae,large,37,0.16682658754344204,BAAE2
EXCU211,EXCU,excu,large,37,0.4790509895511021,EXCU2
cali1f,cali,cali,small,37,0.6863471443943222,cali1
eute2b,eute,eute,small,37,0.10035057292349986,eute2
acel2f,acel,acel,small,37,0.07141325770049949,acel2
cota4d,cota,cota,small,37,0.49678712821751914,cota4
PEPU26,PEPU,pepu,large,37,0.052001889071598514,PEPU2
PELI36,PELI,peli,large,37,0.6015335168635886,PELI3
JASC117,JASC,jasc,large,37,0.3066729062418328,JASC1
isan5i,isan,isan,small,37,0.07832645423476342,isan5
ANBA17,ANBA,anba,large,37,0.24828197786552592,ANBA1
acel5a,acel,acel,small,37,0.5505892448652179,acel5
acel5d,acel,acel,small,37,0.42860359934318315,acel5
mede1j,mede,mede,small,37,0.17185561495455223,mede1
JASC116,JASC,jasc,large,37,0.33315283384356115,JASC1
EUTE28,EUTE,eute,large,37,0.5729206013394144,EUTE2
cali2k,cali,cali,small,37,0.1441399615074208,cali2
pepu1b,pepu,pepu,small,37,0.40283521218794643,pepu1
anba2j,anba,anba,small,37,0.1113748401270321,anba2
PELI116,PELI,peli,large,37,0.4357306931801061,PELI1
jasc1g,jasc,jasc,small,37,0.2831695239579157,jasc1
anba2b,anba,anba,small,37,0.3955407037729856,anba2
isan5b,isan,isan,small,37,0.10857955351914184,isan5
olst1c,olst,olst,small,37,0.10589185215390588,olst1
isan5h,isan,isan,small,37,0.12833383755081446,isan5
EXCU12,EXCU,excu,large,37,0.31727658903893713,EXCU1
acel5f,acel,acel,small,37,0.6678009379141597,acel5
hase3i,hase,hase,small,37,0.16921091663058116,hase3
EUTE18,EUTE,eute,large,37,0.6786044785090178,EUTE1
ALLI22,ALLI,alli,large,37,0.46624537878751526,ALLI2
BAAE33,BAAE,baae,large,37,0.5850693809379796,BAAE3
LEPA26,LEPA,lepa,large,37,0.3640131581058904,LEPA2
BAAE314,BAAE,baae,large,37,0.41305799111525504,BAAE3
hase2f,hase,hase,small,37,0.028882134415999797,hase2
eusc3j,eusc,eusc,small,37,0.10660794935086322,eusc3
MEDE213,MEDE,mede,large,37,0.3820249548077253,MEDE2
peli3k,peli,peli,small,37,0.24895161209677982,peli3
EUTE113,EUTE,eute,large,37,0.764092804923523,EUTE1
olst3b,olst,olst,small,37,0.3368520167866714,olst3
alli2a,alli,alli,small,37,0.4029364948520996,alli2
cota2f,cota,cota,small,37,0.24040490414520702,cota2
cota5b,cota,cota,small,37,0.056123731908002086,cota5
PEPU36,PEPU,pepu,large,37,0.34179010862902215,PEPU3
JASC210,JASC,jasc,large,37,0.7049561203524272,JASC2
alli2f,alli,alli,small,37,0.5155366462339325,alli2
cali2i,cali,cali,small,37,0.19784810206866915,cali2
isan5c,isan,isan,small,37,0.5851262862714391,isan5
basp3a,basp,basp,small,37,0.502898985782828,basp3
EUSC25,EUSC,eusc,large,37,0.4967320608952131,EUSC2
basp2d,basp,basp,small,37,0.5694348199733654,basp2
alli1f,alli,alli,small,37,0.648781714910612,alli1
lepa3a,lepa,lepa,small,37,0.4841206765416302,lepa3
acel1c,acel,acel,small,37,0.6663490968657877,acel1
eute3e,eute,eute,small,37,0.4888968412196331,eute3
hase1g,hase,hase,small,37,0.2598922361226155,hase1
eusc3k,eusc,eusc,small,37,0.058767294142376726,eusc3
peli3b,peli,peli,small,37,0.17387054963718915,peli3
MEDE115,MEDE,mede,large,37,0.46849711050096593,MEDE1
olst1e,olst,olst,small,37,0.11173359380342206,olst1
isan1c,isan,isan,small,37,0.6420114113208745,isan1
leer7f,leer,leer,small,37,0.4363354488189368,leer7
excu3j,excu,excu,small,37,0.6755940890294213,excu3
ripi3b,ripi,ripi,small,37,0.2052474296945528,ripi3
LEPA32,LEPA,lepa,large,37,0.7097696895835717,LEPA3
lepa2g,lepa,lepa,small,37,0.39281036509067396,lepa2
penu2n,penu,penu,small,37,0.09823672484357175,penu2
baae3e,baae,baae,small,37,0.0762699109520413,baae3
ACPA410,ACPA,acpa,large,37,0.7835524461584696,ACPA4
EUSC116,EUSC,eusc,large,37,0.4683194965514643,EUSC1
ACPA39,ACPA,acpa,large,37,0.6193485810990074,ACPA3
EXCU212,EXCU,excu,large,37,0.5732508133763158,EXCU2
anba2f,anba,anba,small,37,0.1126435314877078,anba2
baae3a,baae,baae,small,37,0.2556912174624617,baae3
pepu2h,pepu,pepu,small,37,0.6958875898460506,pepu2
ripi2d,ripi,ripi,small,37,0.031044041450461437,ripi2
acpa1c,acpa,acpa,small,37,0.7149576246082804,acpa1
PELI33,PELI,peli,large,37,0.666309873420862,PELI3
hase2a,hase,hase,small,37,0.47952045658339226,hase2
basp1d,basp,basp,small,37,0.5235904912466962,basp1
ACPA33,ACPA,acpa,large,37,0.7417983490444477,ACPA3
ANBA24,ANBA,anba,large,37,0.26653713439897947,ANBA2
EXCU37,EXCU,excu,large,37,0.5178391219613385,EXCU3
EUTE17,EUTE,eute,large,37,0.7190753678470472,EUTE1
penu2d,penu,penu,small,37,0.5985020512225776,penu2
eusc2i,eusc,eusc,small,37,0.5204694663704411,eusc2
mede1k,mede,mede,small,37,0.6682755871808416,mede1
acpa4e,acpa,acpa,small,37,0.7476953118314198,acpa4
MEDE23,MEDE,mede,large,37,0.3865477335530998,MEDE2
jasc3d,jasc,jasc,small,37,0.31062744136659626,jasc3
peli3g,peli,peli,small,37,0.6164389454803811,peli3
ripi2b,ripi,ripi,small,37,0.39745988467659366,ripi2
peli2e,peli,peli,small,37,0.5104683932791462,peli2
ANBA16,ANBA,anba,large,37,0.28099627236370395,ANBA1
LEPA11,LEPA,lepa,large,37,0.6187802961025616,LEPA1
JASC114,JASC,jasc,large,37,0.552681150528763,JASC1
ripi1f,ripi,ripi,small,37,0.16423869777494124,ripi1
leer6b,leer,leer,small,37,0.8248562339473836,leer6
isan1f,isan,isan,small,37,0.4998930551468843,isan1
excu3e,excu,excu,small,37,0.5138064323418414,excu3
EUTE15,EUTE,eute,large,37,0.806185987727879,EUTE1
mede3b,mede,mede,small,37,0.6512163077244134,mede3
baae2o,baae,baae,small,37,0.39859176967201415,baae2
EUSC216,EUSC,eusc,large,37,0.5347035949328404,EUSC2
ALLI37,ALLI,alli,large,37,0.7519362593043797,ALLI3
excu3i,excu,excu,small,37,0.6099921463999752,excu3
eusc1h,eusc,eusc,small,37,0.5221592720444318,eusc1
ACPA313,ACPA,acpa,large,37,0.7214031776474343,ACPA3
penu2m,penu,penu,small,37,0.3246245859158749,penu2
ACPA14,ACPA,acpa,large,37,0.7717070350950525,ACPA1
hase1c,hase,hase,small,37,0.36998525020481426,hase1
eusc3d,eusc,eusc,small,37,0.5927816290583429,eusc3
EUSC39,EUSC,eusc,large,37,0.4619050112141205,EUSC3
hase2b,hase,hase,small,37,0,hase2
anba3g,anba,anba,small,37,0.24155581376000096,anba3
EXCU15,EXCU,excu,large,37,0.4710651008505427,EXCU1
BAAE215,BAAE,baae,large,37,0.3448600729069349,BAAE2
basp2m,basp,basp,small,37,0.38495700255599175,basp2
EXCU34,EXCU,excu,large,37,0.43705361309417606,EXCU3
cota6c,cota,cota,small,37,0.5719711845718151,cota6
MEDE314,MEDE,mede,large,37,0.434165118527685,MEDE3
PELI114,PELI,peli,large,37,0.5606513270895586,PELI1
pepu2i,pepu,pepu,small,37,0.6764636047163926,pepu2
PELI118,PELI,peli,large,37,0.6415127654788171,PELI1
LEPA41,LEPA,lepa,large,37,0.7602007610965836,LEPA4
anba3f,anba,anba,small,37,0.3138005544272319,anba3
leer10e,leer,leer,small,37,0.7852647694622493,leer10
JASC219,JASC,jasc,large,37,0.744841311147557,JASC2
acel5i,acel,acel,small,37,0.3330431426977352,acel5
lepa1f,lepa,lepa,small,37,0.41663500764633576,lepa1
ALLI17,ALLI,alli,large,37,0.8349016414361119,ALLI1
EUSC36,EUSC,eusc,large,37,0.6257955321287306,EUSC3
MEDE39,MEDE,mede,large,37,0.8197533245790107,MEDE3
PELI38,PELI,peli,large,37,0.730349246227417,PELI3
ALLI111,ALLI,alli,large,37,0.6317097087072531,ALLI1
lepa2d,lepa,lepa,small,37,0.8315013424445279,lepa2
penu2g,penu,penu,small,37,0.5542203395723565,penu2
eute1e,eute,eute,small,37,0,eute1
alli1i,alli,alli,small,37,0.7489690187274628,alli1
jasc3g,jasc,jasc,small,37,0.060995144160711216,jasc3
ACPA49,ACPA,acpa,large,37,0.82246056208921825,ACPA4
excu2j,excu,excu,small,37,0.30953240587376823,excu2
cali1e,cali,cali,small,37,0.5143349328873743,cali1
PEPU22,PEPU,pepu,large,37,0.44179236096764524,PEPU2
mede1l,mede,mede,small,37,0.7770453542558929,mede1
JASC311,JASC,jasc,large,37,0.569428629121368,JASC3
baae3l,baae,baae,small,37,0.41748400737567337,baae3
jasc2j,jasc,jasc,small,37,0.5650462669028314,jasc2
jasc3a,jasc,jasc,small,37,0.567241959344574,jasc3
acpa1j,acpa,acpa,small,37,0.4567279738498272,acpa1
eute1l,eute,eute,small,37,0.09821974465942507,eute1
PEPU211,PEPU,pepu,large,37,0.592519214721083,PEPU2
penu2b,penu,penu,small,37,0.7678161545582064,penu2
ripi2j,ripi,ripi,small,37,0.14277696973007273,ripi2
LEPA17,LEPA,lepa,large,37,0.760081810515528,LEPA1
leer10b,leer,leer,small,37,0.6458244094057124,leer10
mede1i,mede,mede,small,37,0.4123024204586862,mede1
pepu1h,pepu,pepu,small,37,0.288544515681773,pepu1
LEPA21,LEPA,lepa,large,37,0.7392042853816517,LEPA2
leer8c,leer,leer,small,37,0.7441419166064145,leer8
acpa4d,acpa,acpa,small,37,0.678036772521173,acpa4
jasc1j,jasc,jasc,small,37,0.48939479983647566,jasc1
olst4g,olst,olst,small,37,0.6010184650014888,olst4
peli1e,peli,peli,small,37,0.632520818302851,peli1
leer1e,leer,leer,small,37,0.8028196070167174,leer1
excu2c,excu,excu,small,37,0.371244457976143,excu2
PEPU113,PEPU,pepu,large,37,0.5934783337524857,PEPU1
eusc2j,eusc,eusc,small,37,0.3038062187861223,eusc2
penu5b,penu,penu,small,37,0.18709771570073902,penu5
lepa3g,lepa,lepa,small,37,0.7531282216856122,lepa3
ANBA12,ANBA,anba,large,37,0.38988476419421164,ANBA1
pepu2l,pepu,pepu,small,37,0.4359749797317004,pepu2
PEPU17,PEPU,pepu,large,37,0.5669042720685752,PEPU1
ALLI11,ALLI,alli,large,37,0.6859958591762013,ALLI1
cali2f,cali,cali,small,37,0.7972046079990163,cali2
alli3f,alli,alli,small,37,0.9098916943981057,alli3
MEDE32,MEDE,mede,large,37,0.7373853205528459,MEDE3
lepa3c,lepa,lepa,small,37,0.538811564564427,lepa3
olst4a,olst,olst,small,37,0.43481302232536917,olst4
excu3h,excu,excu,small,37,0.7935522800605288,excu3
cota1d,cota,cota,small,37,0.012222216216426083,cota1
ripi1b,ripi,ripi,small,59,0,ripi1
basp3c,basp,basp,small,59,0.4016895471545861,basp3
eusc3g,eusc,eusc,small,59,0.04229869308673798,eusc3
baae2n,baae,baae,small,59,0.5899095617869566,baae2
PEPU14,PEPU,pepu,large,59,0.14086350567436717,PEPU1
